ID,Date,Operation Type (purchase / relocation),Product,Quantity,Cost Price,Total,Supplier,Store
80269,01.06.2017, Purchase, Laptop Type 2, Samsung,0,1753,5259,11
80269,01.06.2017, Purchase, Hard Drive Type 5, HP,3,78,390,11
80269,01.06.2017, Purchase, Microphone Type 2, Huawei,1,18,18,11
80269,01.06.2017, Purchase, Phone Type 4, HP,4,388,1552,11
80269,01.06.2017, Purchase, Tablet Type 3, Dell,0,187,187,11
80269,01.06.2017, Purchase, Monitor Type 4, Dell,5,148,740,11
80269,01.06.2017, Purchase, Microphone Type 1, Samsung,3,29,87,11
80269,01.06.2017, Purchase, Laptop Type 1, Samsung,2,615,1230,11
80269,01.06.2017, Purchase, Headphones Type 2, Dell,0,34,68,11
80269,01.06.2017, Purchase, Laptop Type 5, Huawei,4,722,2888,11
80269,01.06.2017, Purchase, Smart Watch Type 1, Dell,0,226,452,11
80269,01.06.2017, Purchase, Microphone Type 2, HP,0,22,22,11
80269,01.06.2017, Purchase, Hard Drive Type 7, Samsung,0,86,86,11
80269,01.06.2017, Purchase, Desktop Type 4, Huawei,4,325,1300,11
80269,01.06.2017, Purchase, Mouse Type 2, Dell,0,6,6,11
80269,01.06.2017, Purchase, Speakers Type 7, Dell,1,26,26,11
80269,01.06.2017, Purchase, Monitor Type 2, Dell,0,88,264,11
80270,01.06.2017, Purchase, Desktop Type 11, Dell,2,379,1516,11
80270,01.06.2017, Purchase, Memory Type 3, Samsung,5,29,145,11
80270,01.06.2017, Purchase, Hard Drive Type 5, Dell,2,80,400,11
80270,01.06.2017, Purchase, Desktop Type 1, Huawei,5,344,1720,11
80271,01.06.2017, Purchase, Tablet Type 3, Samsung,4,262,1048,11
80271,01.06.2017, Purchase, Laptop Type 3, HP,0,1559,7795,11
80271,01.06.2017, Purchase, Phone Type 5, Dell,3,517,1551,11
80271,01.06.2017, Purchase, Smart Watch Type 3, Huawei,0,146,146,11
80271,01.06.2017, Purchase, Mouse Type 3, Huawei,2,12,24,11
80271,01.06.2017, Purchase, Desktop Type 11, HP,1,366,366,11
80271,01.06.2017, Purchase, Speakers Type 7, Huawei,3,25,75,11
80271,01.06.2017, Purchase, Desktop Type 12, Samsung,0,247,988,11
80271,01.06.2017, Purchase, Hard Drive Type 6, Samsung,3,86,258,11
80271,01.06.2017, Purchase, Speakers Type 1, Huawei,4,40,160,11
80271,01.06.2017, Purchase, Mouse Type 5, Samsung,4,11,44,11
80271,01.06.2017, Purchase, Tablet Type 4, Samsung,3,368,1104,11
80271,01.06.2017, Purchase, Keyboard Type 1, Samsung,0,37,111,11
80271,01.06.2017, Purchase, Headphones Type 2, Samsung,4,31,124,11
80271,01.06.2017, Purchase, Laptop Type 4, Huawei,1,1658,1658,11
80271,01.06.2017, Purchase, Desktop Type 1, Samsung,0,439,2195,11
80271,01.06.2017, Purchase, Desktop Type 8, Dell,1,345,345,11
80271,01.06.2017, Purchase, Hard Drive Type 6, HP,2,68,136,11
80271,01.06.2017, Purchase, Charger Type 1, Dell,4,8,32,11
80271,01.06.2017, Purchase, Mouse Type 7, Dell,4,10,40,11
80271,01.06.2017, Purchase, Phone Type 3, HP,2,381,762,11
80271,01.06.2017, Purchase, Laptop Type 1, Huawei,2,533,1066,11
80271,01.06.2017, Purchase, Smart Watch Type 1, Huawei,2,195,390,11
80271,01.06.2017, Purchase, Desktop Type 1, Dell,2,402,804,11
80272,01.06.2017, Purchase, Memory Type 2, HP,1,80,80,11
80272,01.06.2017, Purchase, Headphones Type 2, Huawei,2,31,62,11
80272,01.06.2017, Purchase, Memory Type 1, Samsung,3,43,129,11
80272,01.06.2017, Purchase, Speakers Type 3, Huawei,2,71,142,11
80272,01.06.2017, Purchase, Tablet Type 2, Huawei,2,198,396,11
80272,01.06.2017, Purchase, Smart Watch Type 3, Samsung,3,175,525,11
80272,01.06.2017, Purchase, Charger Type 1, Huawei,1,7,7,11
80272,01.06.2017, Purchase, Monitor Type 2, Huawei,1,87,87,11
80272,01.06.2017, Purchase, Desktop Type 10, HP,4,250,1000,11
80272,01.06.2017, Purchase, Laptop Type 6, HP,5,770,3850,11
80272,01.06.2017, Purchase, Tablet Type 1, HP,5,341,1705,11
80272,01.06.2017, Purchase, Memory Type 1, HP,4,33,132,11
80272,01.06.2017, Purchase, Tablet Type 1, Huawei,5,344,1720,11
80272,01.06.2017, Purchase, Monitor Type 3, HP,1,115,115,11
80272,01.06.2017, Purchase, Microphone Type 1, Huawei,2,30,90,11
80272,01.06.2017, Purchase, Hard Drive Type 5, Huawei,5,81,405,11
80272,01.06.2017, Purchase, Keyboard Type 2, Samsung,5,11,55,11
80272,01.06.2017, Purchase, Phone Type 9, Huawei,4,243,972,11
80272,01.06.2017, Purchase, Hard Drive Type 3, Huawei,5,39,195,11
80273,01.06.2017, Purchase, Phone Type 9, Dell,5,258,1290,11
80273,01.06.2017, Purchase, Memory Type 4, Dell,4,61,244,11
80273,01.06.2017, Purchase, Headphones Type 3, HP,3,43,129,11
80273,01.06.2017, Purchase, Headphones Type 4, Huawei,1,21,105,11
80273,01.06.2017, Purchase, Mouse Type 4, HP,0,17,34,11
80273,01.06.2017, Purchase, Monitor Type 3, Samsung,1,129,129,11
80273,01.06.2017, Purchase, Hard Drive Type 8, Huawei,0,78,312,11
80273,01.06.2017, Purchase, Keyboard Type 4, Huawei,4,14,56,11
80273,01.06.2017, Purchase, Phone Type 12, Dell,3,275,1100,11
80273,01.06.2017, Purchase, Phone Type 6, Dell,4,316,1580,11
80273,01.06.2017, Purchase, Phone Type 7, Dell,0,461,922,11
80273,01.06.2017, Purchase, Tablet Type 6, Dell,1,170,170,11
80273,01.06.2017, Purchase, Headphones Type 5, Huawei,0,16,16,11
80273,01.06.2017, Purchase, Keyboard Type 3, Samsung,0,16,16,11
80273,01.06.2017, Purchase, Smart Watch Type 3, Dell,0,181,724,11
80273,01.06.2017, Purchase, Mouse Type 3, Samsung,2,11,22,11
80273,01.06.2017, Purchase, Tablet Type 3, Huawei,2,203,406,11
80273,01.06.2017, Purchase, Desktop Type 12, HP,4,247,1235,11
80273,01.06.2017, Purchase, Desktop Type 12, Huawei,5,168,840,11
80273,01.06.2017, Purchase, Phone Type 5, HP,0,431,431,11
80273,01.06.2017, Purchase, Keyboard Type 3, Huawei,0,19,38,11
80273,01.06.2017, Purchase, Speakers Type 5, Samsung,2,67,134,11
80273,01.06.2017, Purchase, Desktop Type 4, Dell,5,341,1705,11
80273,01.06.2017, Purchase, Hard Drive Type 1, Dell,1,32,32,11
80273,01.06.2017, Purchase, Phone Type 6, HP,3,341,1023,11
80273,01.06.2017, Purchase, Phone Type 8, Samsung,3,253,759,11
80274,01.06.2017, Purchase, Hard Drive Type 6, Dell,5,85,425,11
80274,01.06.2017, Purchase, Charger Type 2, Huawei,3,10,30,11
80274,01.06.2017, Purchase, Keyboard Type 1, Huawei,5,37,185,11
80274,01.06.2017, Purchase, Headphones Type 4, Dell,2,20,40,11
80274,01.06.2017, Purchase, Phone Type 12, Huawei,5,342,1710,11
80274,01.06.2017, Purchase, Hard Drive Type 5, Samsung,4,55,220,11
80274,01.06.2017, Purchase, Hard Drive Type 4, Huawei,0,51,153,11
80275,01.06.2017, Purchase, Keyboard Type 1, Dell,1,33,33,11
80275,01.06.2017, Purchase, Speakers Type 4, Huawei,5,46,230,11
80275,01.06.2017, Purchase, Desktop Type 2, HP,3,225,675,11
80275,01.06.2017, Purchase, Laptop Type 6, Huawei,3,855,2565,11
80275,01.06.2017, Purchase, Phone Type 6, Samsung,5,327,1635,11
80275,01.06.2017, Purchase, Laptop Type 6, Dell,4,958,3832,11
80275,01.06.2017, Purchase, Hard Drive Type 6, Huawei,0,76,152,11
80275,01.06.2017, Purchase, Hard Drive Type 4, HP,5,59,295,11
80275,01.06.2017, Purchase, Memory Type 3, HP,2,39,78,11
80275,01.06.2017, Purchase, Microphone Type 3, Samsung,2,36,72,11
80275,01.06.2017, Purchase, Desktop Type 9, Samsung,0,595,1785,11
80275,01.06.2017, Purchase, Laptop Type 4, HP,1,1272,1272,11
80275,01.06.2017, Purchase, Phone Type 2, HP,1,237,1185,11
80276,01.06.2017, Purchase, Mouse Type 5, Huawei,3,12,36,11
80276,01.06.2017, Purchase, Hard Drive Type 2, Samsung,0,38,38,11
80276,01.06.2017, Purchase, Speakers Type 2, Samsung,1,28,28,11
80277,01.06.2017, Purchase, Desktop Type 7, Huawei,2,402,804,11
80277,01.06.2017, Purchase, Speakers Type 5, Huawei,3,80,240,11
80277,01.06.2017, Purchase, Smart Watch Type 2, Huawei,0,141,282,11
80277,01.06.2017, Purchase, Charger Type 1, HP,1,7,7,11
80277,01.06.2017, Purchase, Tablet Type 7, HP,5,154,770,11
80277,01.06.2017, Purchase, Desktop Type 2, Dell,0,272,816,11
80278,01.06.2017, Purchase, Speakers Type 3, Samsung,3,56,168,11
80278,01.06.2017, Purchase, Phone Type 7, HP,5,406,2030,11
80278,01.06.2017, Purchase, Tablet Type 6, Huawei,1,172,516,11
80278,01.06.2017, Purchase, Desktop Type 5, HP,1,272,1360,11
80278,01.06.2017, Purchase, Tablet Type 7, Huawei,5,168,840,11
80278,01.06.2017, Purchase, Hard Drive Type 2, HP,2,29,58,11
80278,01.06.2017, Purchase, Hard Drive Type 3, Samsung,1,44,44,11
80278,01.06.2017, Purchase, Desktop Type 9, Huawei,2,509,1018,11
80278,01.06.2017, Purchase, Monitor Type 1, Huawei,3,99,297,11
80278,01.06.2017, Purchase, Tablet Type 7, Dell,5,160,800,11
80278,01.06.2017, Purchase, Phone Type 4, Huawei,3,364,1092,11
80278,01.06.2017, Purchase, Phone Type 11, Dell,3,319,957,11
80278,01.06.2017, Purchase, Mouse Type 1, Samsung,2,5,10,11
80278,01.06.2017, Purchase, Phone Type 7, Samsung,1,336,336,11
80278,01.06.2017, Purchase, Headphones Type 3, Dell,2,38,190,11
80278,01.06.2017, Purchase, Desktop Type 8, Huawei,4,353,1412,11
80278,01.06.2017, Purchase, Laptop Type 3, Huawei,2,1466,2932,11
80278,01.06.2017, Purchase, Speakers Type 5, Dell,4,83,332,11
80278,01.06.2017, Purchase, Monitor Type 1, Dell,1,95,95,11
80278,01.06.2017, Purchase, Phone Type 8, Huawei,0,325,1625,11
80278,01.06.2017, Purchase, Mouse Type 5, HP,2,13,26,11
80278,01.06.2017, Purchase, Speakers Type 6, Samsung,5,12,60,11
80278,01.06.2017, Purchase, Memory Type 3, Dell,0,32,32,11
80278,01.06.2017, Purchase, Desktop Type 8, Samsung,0,421,1263,11
80278,01.06.2017, Purchase, Phone Type 2, Dell,1,266,266,11
80278,01.06.2017, Purchase, Phone Type 1, Huawei,2,253,759,11
80279,01.06.2017, Purchase, Speakers Type 4, Dell,0,60,300,11
80279,01.06.2017, Purchase, Mouse Type 7, Huawei,2,9,18,11
80279,01.06.2017, Purchase, Desktop Type 1, HP,2,415,830,11
80279,01.06.2017, Purchase, Phone Type 12, HP,1,345,345,11
80279,01.06.2017, Purchase, Phone Type 1, HP,1,195,195,11
80279,01.06.2017, Purchase, Tablet Type 4, HP,3,355,1065,11
80279,01.06.2017, Purchase, Headphones Type 1, Samsung,0,50,50,11
80279,01.06.2017, Purchase, Hard Drive Type 7, Dell,5,108,540,11
80279,01.06.2017, Purchase, Phone Type 11, Samsung,5,355,1775,11
80279,01.06.2017, Purchase, Mouse Type 6, Huawei,0,16,32,11
80279,01.06.2017, Purchase, Speakers Type 2, HP,3,37,111,11
80279,01.06.2017, Purchase, Smart Watch Type 2, HP,0,120,240,11
80279,01.06.2017, Purchase, Headphones Type 6, Samsung,5,45,225,11
80279,01.06.2017, Purchase, Headphones Type 5, Samsung,0,18,90,11
80280,01.06.2017, Purchase, Monitor Type 4, Samsung,3,127,381,11
80280,01.06.2017, Purchase, Desktop Type 3, HP,0,178,178,11
80280,01.06.2017, Purchase, Desktop Type 10, Samsung,2,287,574,11
80280,01.06.2017, Purchase, Laptop Type 2, Dell,4,1532,6128,11
80280,01.06.2017, Purchase, Memory Type 2, Samsung,3,62,186,11
80280,01.06.2017, Purchase, Charger Type 2, Samsung,0,12,48,11
80280,01.06.2017, Purchase, Tablet Type 5, Dell,0,178,356,11
80435,01.01.2018, Purchase, Phone Type 2, Dell,3,216,648,11
80435,01.01.2018, Purchase, Hard Drive Type 1, HP,3,33,99,11
80435,01.01.2018, Purchase, Memory Type 3, Samsung,3,38,114,11
80435,01.01.2018, Purchase, Headphones Type 4, HP,4,29,116,11
80435,01.01.2018, Purchase, Desktop Type 10, Huawei,3,327,981,11
80435,01.01.2018, Purchase, Laptop Type 4, Samsung,3,1301,3903,11
80435,01.01.2018, Purchase, Microphone Type 2, HP,5,25,125,11
80435,01.01.2018, Purchase, Headphones Type 3, Dell,3,31,93,11
80435,01.01.2018, Purchase, Phone Type 1, Samsung,4,233,932,11
80436,01.01.2018, Purchase, Mouse Type 5, Huawei,3,12,36,11
80436,01.01.2018, Purchase, Tablet Type 5, Huawei,5,148,740,11
80436,01.01.2018, Purchase, Monitor Type 2, Samsung,4,90,360,11
80436,01.01.2018, Purchase, Tablet Type 4, HP,4,355,1420,11
80436,01.01.2018, Purchase, Speakers Type 7, HP,5,25,125,11
80436,01.01.2018, Purchase, Mouse Type 2, Huawei,3,8,24,11
80436,01.01.2018, Purchase, Mouse Type 4, Dell,2,20,40,11
80436,01.01.2018, Purchase, Laptop Type 5, Dell,3,843,2529,11
80436,01.01.2018, Purchase, Smart Watch Type 3, Samsung,1,188,188,11
80436,01.01.2018, Purchase, Desktop Type 9, Huawei,4,432,1728,11
80436,01.01.2018, Purchase, Microphone Type 1, Samsung,5,31,155,11
80436,01.01.2018, Purchase, Hard Drive Type 2, Dell,5,25,125,11
80436,01.01.2018, Purchase, Laptop Type 4, Dell,5,1701,8505,11
80436,01.01.2018, Purchase, Charger Type 2, HP,4,9,36,11
80436,01.01.2018, Purchase, Monitor Type 4, Dell,2,170,340,11
80436,01.01.2018, Purchase, Desktop Type 3, Samsung,2,159,318,11
80436,01.01.2018, Purchase, Mouse Type 1, Huawei,1,4,4,11
80436,01.01.2018, Purchase, Laptop Type 1, Dell,4,762,3048,11
80436,01.01.2018, Purchase, Phone Type 3, HP,4,333,1332,11
80437,01.01.2018, Purchase, Phone Type 10, Dell,3,321,963,11
80437,01.01.2018, Purchase, Microphone Type 1, Huawei,2,30,60,11
80437,01.01.2018, Purchase, Tablet Type 2, Dell,4,192,768,11
80437,01.01.2018, Purchase, Desktop Type 1, Huawei,5,423,2115,11
80437,01.01.2018, Purchase, Mouse Type 2, HP,1,8,8,11
80437,01.01.2018, Purchase, Smart Watch Type 3, HP,2,132,264,11
80437,01.01.2018, Purchase, Mouse Type 7, Dell,5,10,50,11
80437,01.01.2018, Purchase, Phone Type 1, Dell,2,257,514,11
80437,01.01.2018, Purchase, Phone Type 12, Huawei,5,275,1375,11
80437,01.01.2018, Purchase, Hard Drive Type 5, Samsung,4,80,320,11
80437,01.01.2018, Purchase, Tablet Type 7, Samsung,5,168,840,11
80437,01.01.2018, Purchase, Tablet Type 6, Samsung,2,246,492,11
80437,01.01.2018, Purchase, Phone Type 9, Huawei,5,243,1215,11
80437,01.01.2018, Purchase, Phone Type 8, Dell,4,290,1160,11
80437,01.01.2018, Purchase, Keyboard Type 2, HP,5,13,65,11
80437,01.01.2018, Purchase, Speakers Type 1, Samsung,2,49,98,11
80437,01.01.2018, Purchase, Headphones Type 5, Dell,3,18,54,11
80437,01.01.2018, Purchase, Speakers Type 1, Huawei,3,50,150,11
80437,01.01.2018, Purchase, Smart Watch Type 2, Huawei,3,138,414,11
80437,01.01.2018, Purchase, Phone Type 5, HP,4,362,1448,11
80437,01.01.2018, Purchase, Phone Type 7, Samsung,3,336,1008,11
80437,01.01.2018, Purchase, Desktop Type 11, HP,3,345,1035,11
80437,01.01.2018, Purchase, Phone Type 3, Dell,5,429,2145,11
80437,01.01.2018, Purchase, Phone Type 4, HP,3,388,1164,11
80437,01.01.2018, Purchase, Mouse Type 3, Dell,2,9,18,11
80437,01.01.2018, Purchase, Monitor Type 2, Huawei,4,87,348,11
80438,01.01.2018, Purchase, Speakers Type 7, Huawei,1,25,25,11
80438,01.01.2018, Purchase, Smart Watch Type 1, HP,4,224,896,11
80585,01.05.2018, Purchase, Desktop Type 8, Huawei,2,345,690,11
80585,01.05.2018, Purchase, Charger Type 2, Samsung,1,12,12,11
80585,01.05.2018, Purchase, Mouse Type 7, Samsung,1,9,9,11
80585,01.05.2018, Purchase, Desktop Type 10, Samsung,3,287,861,11
80585,01.05.2018, Purchase, Laptop Type 4, Dell,1,1501,1501,11
80586,01.05.2018, Purchase, Keyboard Type 4, HP,1,11,11,11
80586,01.05.2018, Purchase, Laptop Type 3, Huawei,2,1586,3172,11
80586,01.05.2018, Purchase, Mouse Type 4, Huawei,3,21,63,11
80586,01.05.2018, Purchase, Desktop Type 11, Huawei,5,372,1860,11
80586,01.05.2018, Purchase, Laptop Type 4, Samsung,1,1430,1430,11
80586,01.05.2018, Purchase, Laptop Type 5, Samsung,2,965,1930,11
80586,01.05.2018, Purchase, Microphone Type 2, Huawei,4,26,104,11
80586,01.05.2018, Purchase, Smart Watch Type 1, Samsung,1,224,224,11
80586,01.05.2018, Purchase, Charger Type 2, HP,2,9,18,11
80586,01.05.2018, Purchase, Smart Watch Type 3, Dell,3,181,543,11
80587,01.05.2018, Purchase, Phone Type 4, Samsung,2,332,664,11
80587,01.05.2018, Purchase, Tablet Type 4, Dell,1,268,268,11
80587,01.05.2018, Purchase, Tablet Type 2, HP,2,211,422,11
80587,01.05.2018, Purchase, Tablet Type 3, Dell,5,187,935,11
80587,01.05.2018, Purchase, Phone Type 12, Dell,1,339,339,11
80587,01.05.2018, Purchase, Phone Type 8, Samsung,1,331,331,11
80587,01.05.2018, Purchase, Phone Type 2, HP,2,237,474,11
80587,01.05.2018, Purchase, Phone Type 8, HP,2,331,662,11
80587,01.05.2018, Purchase, Smart Watch Type 2, Samsung,4,138,552,11
80588,01.05.2018, Purchase, Microphone Type 3, Dell,5,40,200,11
80588,01.05.2018, Purchase, Hard Drive Type 7, Dell,4,86,344,11
80588,01.05.2018, Purchase, Phone Type 5, Samsung,2,474,948,11
80588,01.05.2018, Purchase, Phone Type 3, HP,4,381,1524,11
80588,01.05.2018, Purchase, Memory Type 2, HP,5,78,390,11
80588,01.05.2018, Purchase, Mouse Type 4, HP,1,21,21,11
80588,01.05.2018, Purchase, Mouse Type 5, HP,5,13,65,11
80588,01.05.2018, Purchase, Desktop Type 1, HP,4,406,1624,11
80588,01.05.2018, Purchase, Desktop Type 6, Samsung,1,321,321,11
80588,01.05.2018, Purchase, Phone Type 7, Samsung,5,430,2150,11
80588,01.05.2018, Purchase, Headphones Type 5, Huawei,4,18,72,11
80588,01.05.2018, Purchase, Tablet Type 3, Samsung,3,262,786,11
80588,01.05.2018, Purchase, Mouse Type 6, Huawei,4,22,88,11
80588,01.05.2018, Purchase, Desktop Type 9, HP,5,564,2820,11
80588,01.05.2018, Purchase, Desktop Type 1, Huawei,5,493,2465,11
80588,01.05.2018, Purchase, Desktop Type 1, Samsung,5,439,2195,11
80588,01.05.2018, Purchase, Monitor Type 2, Dell,1,85,85,11
80588,01.05.2018, Purchase, Microphone Type 1, Dell,4,28,112,11
80589,01.05.2018, Purchase, Mouse Type 3, Huawei,2,10,20,11
80589,01.05.2018, Purchase, Smart Watch Type 2, Dell,2,159,318,11
80589,01.05.2018, Purchase, Speakers Type 7, Samsung,3,29,87,11
80589,01.05.2018, Purchase, Headphones Type 2, Huawei,4,33,132,11
80589,01.05.2018, Purchase, Keyboard Type 1, Huawei,1,41,41,11
80589,01.05.2018, Purchase, Mouse Type 2, HP,1,9,9,11
80589,01.05.2018, Purchase, Phone Type 7, Dell,3,461,1383,11
80589,01.05.2018, Purchase, Hard Drive Type 5, Huawei,1,54,54,11
80589,01.05.2018, Purchase, Hard Drive Type 2, HP,2,34,68,11
80590,01.05.2018, Purchase, Desktop Type 1, Dell,5,419,2095,11
80590,01.05.2018, Purchase, Hard Drive Type 1, Huawei,4,45,180,11
80590,01.05.2018, Purchase, Headphones Type 3, HP,4,38,152,11
80590,01.05.2018, Purchase, Laptop Type 6, Samsung,2,789,1578,11
80590,01.05.2018, Purchase, Hard Drive Type 6, Samsung,2,76,152,11
80590,01.05.2018, Purchase, Desktop Type 4, Samsung,4,338,1352,11
80590,01.05.2018, Purchase, Smart Watch Type 2, Huawei,1,138,138,11
80590,01.05.2018, Purchase, Phone Type 6, Huawei,2,327,654,11
80590,01.05.2018, Purchase, Headphones Type 1, Dell,5,49,245,11
80590,01.05.2018, Purchase, Laptop Type 3, Dell,2,1599,3198,11
80590,01.05.2018, Purchase, Tablet Type 4, Samsung,1,307,307,11
80591,01.05.2018, Purchase, Phone Type 1, Samsung,5,233,1165,11
80591,01.05.2018, Purchase, Hard Drive Type 7, HP,3,90,270,11
80591,01.05.2018, Purchase, Monitor Type 3, Dell,5,133,665,11
80591,01.05.2018, Purchase, Microphone Type 1, Huawei,2,33,66,11
80591,01.05.2018, Purchase, Tablet Type 5, Samsung,5,157,785,11
80591,01.05.2018, Purchase, Monitor Type 1, Samsung,3,93,279,11
80592,01.05.2018, Purchase, Phone Type 9, Dell,5,258,1290,11
80592,01.05.2018, Purchase, Speakers Type 5, Huawei,1,61,61,11
80592,01.05.2018, Purchase, Desktop Type 11, Samsung,2,335,670,11
80592,01.05.2018, Purchase, Smart Watch Type 3, HP,2,148,296,11
80592,01.05.2018, Purchase, Mouse Type 4, Dell,3,20,60,11
80592,01.05.2018, Purchase, Phone Type 3, Samsung,3,407,1221,11
80593,01.05.2018, Purchase, Mouse Type 6, Dell,2,22,44,11
80593,01.05.2018, Purchase, Speakers Type 4, Huawei,5,46,230,11
80593,01.05.2018, Purchase, Headphones Type 2, HP,2,27,54,11
80593,01.05.2018, Purchase, Monitor Type 4, HP,5,146,730,11
80593,01.05.2018, Purchase, Keyboard Type 3, Huawei,4,14,56,11
80593,01.05.2018, Purchase, Phone Type 3, Dell,3,429,1287,11
80593,01.05.2018, Purchase, Phone Type 1, Huawei,2,253,506,11
80593,01.05.2018, Purchase, Charger Type 2, Dell,2,12,24,11
80593,01.05.2018, Purchase, Keyboard Type 4, Samsung,4,13,52,11
80593,01.05.2018, Purchase, Desktop Type 8, HP,4,336,1344,11
80593,01.05.2018, Purchase, Monitor Type 3, HP,1,115,115,11
80593,01.05.2018, Purchase, Tablet Type 7, Huawei,1,168,168,11
80593,01.05.2018, Purchase, Phone Type 2, Samsung,2,199,398,11
80593,01.05.2018, Purchase, Memory Type 4, Samsung,1,53,53,11
80593,01.05.2018, Purchase, Headphones Type 2, Dell,3,34,102,11
80593,01.05.2018, Purchase, Headphones Type 4, HP,2,25,50,11
80594,01.05.2018, Purchase, Keyboard Type 3, Samsung,3,14,42,11
80594,01.05.2018, Purchase, Headphones Type 3, Huawei,3,42,126,11
80594,01.05.2018, Purchase, Hard Drive Type 6, Dell,3,85,255,11
80594,01.05.2018, Purchase, Desktop Type 2, HP,5,289,1445,11
80594,01.05.2018, Purchase, Charger Type 2, Huawei,5,10,50,11
80594,01.05.2018, Purchase, Speakers Type 2, Dell,4,32,128,11
80594,01.05.2018, Purchase, Speakers Type 1, Huawei,4,40,160,11
80594,01.05.2018, Purchase, Hard Drive Type 3, Dell,4,54,216,11
80594,01.05.2018, Purchase, Memory Type 2, Samsung,3,62,186,11
80594,01.05.2018, Purchase, Phone Type 11, Dell,2,362,724,11
80594,01.05.2018, Purchase, Headphones Type 4, Huawei,3,27,81,11
80594,01.05.2018, Purchase, Headphones Type 5, Samsung,1,20,20,11
80594,01.05.2018, Purchase, Desktop Type 9, Samsung,1,554,554,11
80594,01.05.2018, Purchase, Desktop Type 2, Samsung,4,279,1116,11
80594,01.05.2018, Purchase, Tablet Type 5, HP,3,136,408,11
80594,01.05.2018, Purchase, Phone Type 12, Samsung,3,281,843,11
80594,01.05.2018, Purchase, Speakers Type 7, Dell,2,29,58,11
80595,01.05.2018, Purchase, Phone Type 10, Dell,4,237,948,11
80595,01.05.2018, Purchase, Tablet Type 6, Huawei,3,168,504,11
80595,01.05.2018, Purchase, Monitor Type 1, HP,4,104,416,11
80595,01.05.2018, Purchase, Speakers Type 6, Huawei,4,12,48,11
80595,01.05.2018, Purchase, Desktop Type 6, Dell,5,237,1185,11
80595,01.05.2018, Purchase, Headphones Type 4, Samsung,1,21,21,11
80595,01.05.2018, Purchase, Speakers Type 7, Huawei,2,29,58,11
80595,01.05.2018, Purchase, Memory Type 1, HP,5,44,220,11
80596,01.05.2018, Purchase, Tablet Type 1, HP,5,341,1705,11
80596,01.05.2018, Purchase, Desktop Type 8, Samsung,3,421,1263,11
80596,01.05.2018, Purchase, Smart Watch Type 2, HP,2,166,332,11
80596,01.05.2018, Purchase, Speakers Type 6, Samsung,4,12,48,11
80596,01.05.2018, Purchase, Laptop Type 5, Huawei,5,722,3610,11
80596,01.05.2018, Purchase, Hard Drive Type 7, Huawei,3,84,252,11
80596,01.05.2018, Purchase, Desktop Type 4, HP,5,286,1430,11
80596,01.05.2018, Purchase, Hard Drive Type 6, HP,2,86,172,11
80596,01.05.2018, Purchase, Microphone Type 1, HP,4,28,112,11
80596,01.05.2018, Purchase, Hard Drive Type 4, Samsung,3,59,177,11
80596,01.05.2018, Purchase, Microphone Type 2, Samsung,2,20,40,11
80596,01.05.2018, Purchase, Mouse Type 2, Dell,5,6,30,11
80596,01.05.2018, Purchase, Headphones Type 3, Dell,1,38,38,11
80596,01.05.2018, Purchase, Phone Type 10, HP,4,275,1100,11
80596,01.05.2018, Purchase, Laptop Type 3, Samsung,1,1466,1466,11
80596,01.05.2018, Purchase, Speakers Type 5, Samsung,3,65,195,11
80596,01.05.2018, Purchase, Mouse Type 1, Dell,1,4,4,11
80596,01.05.2018, Purchase, Hard Drive Type 2, Samsung,4,36,144,11
80596,01.05.2018, Purchase, Monitor Type 1, Huawei,2,99,198,11
80596,01.05.2018, Purchase, Desktop Type 10, Huawei,3,248,744,11
80596,01.05.2018, Purchase, Speakers Type 5, Dell,3,83,249,11
80596,01.05.2018, Purchase, Laptop Type 4, Huawei,2,1673,3346,11
80596,01.05.2018, Purchase, Smart Watch Type 3, Samsung,1,175,175,11
80596,01.05.2018, Purchase, Phone Type 6, Samsung,3,327,981,11
80596,01.05.2018, Purchase, Hard Drive Type 5, HP,2,78,156,11
80596,01.05.2018, Purchase, Headphones Type 1, Huawei,4,47,188,11
80596,01.05.2018, Purchase, Phone Type 3, Huawei,3,432,1296,11
80597,01.05.2018, Purchase, Smart Watch Type 3, Huawei,5,146,730,11
80597,01.05.2018, Purchase, Smart Watch Type 1, Dell,2,224,448,11
80597,01.05.2018, Purchase, Microphone Type 1, Samsung,5,29,145,11
80597,01.05.2018, Purchase, Tablet Type 2, Huawei,5,156,780,11
80597,01.05.2018, Purchase, Phone Type 11, Samsung,5,308,1540,11
80597,01.05.2018, Purchase, Charger Type 1, HP,3,7,21,11
80597,01.05.2018, Purchase, Tablet Type 4, Huawei,2,326,652,11
80597,01.05.2018, Purchase, Headphones Type 2, Samsung,3,31,93,11
80597,01.05.2018, Purchase, Mouse Type 1, Samsung,4,4,16,11
80597,01.05.2018, Purchase, Smart Watch Type 1, HP,4,224,896,11
80597,01.05.2018, Purchase, Tablet Type 6, Dell,4,217,868,11
80597,01.05.2018, Purchase, Mouse Type 7, HP,0,11,44,11
80597,01.05.2018, Purchase, Desktop Type 4, Huawei,3,318,954,11
80598,01.05.2018, Purchase, Desktop Type 5, Huawei,1,305,305,11
80598,01.05.2018, Purchase, Desktop Type 10, Dell,3,242,726,11
80598,01.05.2018, Purchase, Desktop Type 11, HP,4,298,1192,11
